State,Institute,Institute Type,Course,Quota,Hosp Beds,Course Fee,Stipend Year 1,Stipend Year 2,Stipend Year 3,Bond,Bond Penalty
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS GENERAL SURGERY,Deemed: Mngmt,2032,2551000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS GENERAL SURGERY,Deemed: NRI,2032,4943000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS OBG,Deemed: Mngmt,2032,2551000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS OBG,Deemed: NRI,2032,4943000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS OPHTHALMOLOGY,Deemed: Mngmt,2032,2650000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS OPHTHALMOLOGY,Deemed: NRI,2032,4943000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS ORTHOPAEDICS,Deemed: Mngmt,2032,2870000,56250,62500,68750,0 years,0
Karnataka,"Kasturba Medical College, Manipal",Deemed,MS ORTHOPAEDICS,Deemed: NRI,2032,4943000,56250,62500,68750,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,200,125000,56250,62500,0,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,Diploma in RADIO DIAGNOSIS - DMRD (NBEMS),DNB Quota,200,125000,56250,62500,0,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,DNB FAMILY MEDICINE,DNB Quota,200,125000,56250,62500,68750,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,DNB GENERAL MEDICINE,DNB Quota,200,125000,56250,62500,68750,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,DNB GENERAL SURGERY,DNB Quota,200,125000,56250,62500,68750,0 years,0
Karnataka,"Kauvery Hospital, Bangalore",Private,DNB PAEDIATRICS,DNB Quota,200,125000,56250,62500,68750,0 years,0
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in ENT - DLO (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in OPHTHALMOLOGY - DO (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,Diploma in RADIO DIAGNOSIS - DMRD (NBEMS),DNB Quota,503,125000,56250,62500,0,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB ANAESTHESIOLOGY,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB EMERGENCY MEDICINE,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB GENERAL MEDICINE,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB GENERAL SURGERY,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB OBG,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"KC General Hospital, Bangalore",Govt,DNB PAEDIATRICS,DNB Quota,503,125000,56250,62500,68750,1 years,2000000
Karnataka,"Kerudi Hospital & Research Centre, Bagalkot",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,200,125000,45000,50000,0,0 years,0
Karnataka,"Keshava Netralaya, Hassan",Private,Diploma in OPHTHALMOLOGY - DO (NBEMS),DNB Quota,0,125000,43000,45000,0,0 years,0
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,Diploma in RADIOTHERAPY,All India Quota,863,124150,56250,62500,0,1 years,2500000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD ANAESTHESIOLOGY,All India Quota,863,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD BIOCHEMISTRY,All India Quota,863,41650,56250,62500,68750,1 years,5000000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD MICROBIOLOGY,All India Quota,863,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD PATHOLOGY,All India Quota,863,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD RADIODIAGNOSIS,All India Quota,863,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kidwai Memorial Institute of Oncology, Bangalore",Govt,MD RADIOTHERAPY,All India Quota,863,124150,56250,62500,68750,1 years,5000000
Karnataka,"KLE Centenary Charitable Hospital & MRC, Belagavi",Private,DNB FAMILY MEDICINE,DNB Quota,500,125000,43000,45000,47000,0 years,0
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD ANAESTHESIOLOGY,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD ANATOMY,All India Quota,625,41650,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD BIOCHEMISTRY,All India Quota,625,41650,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD COMMUNITY MEDICINE,All India Quota,625,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD FORENSIC MEDICINE,All India Quota,625,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD MICROBIOLOGY,All India Quota,625,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD PAEDIATRICS,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD PATHOLOGY,All India Quota,625,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD PHARMACOLOGY,All India Quota,625,69150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MD PHYSIOLOGY,All India Quota,625,41650,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MS ENT,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MS GENERAL SURGERY,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MS OBG,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MS OPHTHALMOLOGY,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Kodagu Institute of Medical Sciences, Kodagu",Govt,MS ORTHOPAEDICS,All India Quota,625,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD ANAESTHESIOLOGY,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD ANATOMY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD BIOCHEMISTRY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD COMMUNITY MEDICINE,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD FORENSIC MEDICINE,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD GENERAL MEDICINE,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD MICROBIOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD PAEDIATRICS,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD PATHOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD PHARMACOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MD PHYSIOLOGY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MS GENERAL SURGERY,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MS OBG,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Koppal Institute of Medical Sciences, Koppal",Govt,MS ORTHOPAEDICS,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD ANAESTHESIOLOGY,Deemed: Mngmt,1000,2130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD ANATOMY,Deemed: Mngmt,1000,10000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD BIOCHEMISTRY,Deemed: Mngmt,1000,10000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD COMMUNITY MEDICINE,Deemed: Mngmt,1000,190000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD DERMATOLOGY,Deemed: Mngmt,1000,3130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD DERMATOLOGY,Deemed: NRI,1000,7330000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD FORENSIC MEDICINE,Deemed: Mngmt,1000,190000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD GENERAL MEDICINE,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD GENERAL MEDICINE,Deemed: NRI,1000,6330000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD MICROBIOLOGY,Deemed: Mngmt,1000,190000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PAEDIATRICS,Deemed: Mngmt,1000,3130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PAEDIATRICS,Deemed: NRI,1000,6330000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PATHOLOGY,Deemed: Mngmt,1000,1130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PHARMACOLOGY,Deemed: Mngmt,1000,190000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PHYSIOLOGY,Deemed: Mngmt,1000,10000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PSYCHIATRY,Deemed: Mngmt,1000,2130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PULMONARY MEDICINE,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD PULMONARY MEDICINE,Deemed: NRI,1000,0,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD RADIODIAGNOSIS,Deemed: Mngmt,1000,3130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MD RADIODIAGNOSIS,Deemed: NRI,1000,7330000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS ENT,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS GENERAL SURGERY,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS GENERAL SURGERY,Deemed: NRI,1000,5330000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS OBG,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS OBG,Deemed: NRI,1000,5830000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS OPHTHALMOLOGY,Deemed: Mngmt,1000,2730000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS ORTHOPAEDICS,Deemed: Mngmt,1000,3130000,45000,50000,55000,0 years,0
Karnataka,"KS Hegde Medical Academy, Mangalore",Deemed,MS ORTHOPAEDICS,Deemed: NRI,1000,5830000,45000,50000,55000,0 years,0
Karnataka,"KS Hospital, Koppal",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,200,125000,45000,50000,0,0 years,0
Karnataka,"KS Hospital, Koppal",Private,DNB GENERAL MEDICINE,DNB Quota,200,125000,45000,50000,55000,0 years,0
Karnataka,"KS Hospital, Koppal",Private,DNB ORTHOPAEDICS,DNB Quota,200,125000,45000,50000,55000,0 years,0
Karnataka,"KS Hospital, Koppal",Private,DNB RADIODIAGNOSIS,DNB Quota,200,125000,45000,50000,55000,0 years,0
Karnataka,"KS Hospital, Koppal",Private,DrNB NEURO SURGERY (Direct 6 Yrs),DNB Quota,200,125000,45000,50000,55000,0 years,0
Karnataka,"Mallige Medical Centre, Bangalore",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,125,125000,56250,62500,0,0 years,0
Karnataka,"Mallige Medical Centre, Bangalore",Private,DNB GENERAL MEDICINE,DNB Quota,125,125000,56250,62500,68750,0 years,0
Karnataka,"Manasa Nursing Home, Shivamogga",Private,DNB PSYCHIATRY,DNB Quota,100,125000,56250,62500,68750,0 years,0
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD ANAESTHESIOLOGY,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD ANATOMY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD BIOCHEMISTRY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD COMMUNITY MEDICINE,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD DERMATOLOGY,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD FORENSIC MEDICINE,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD GENERAL MEDICINE,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD MICROBIOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD PAEDIATRICS,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD PATHOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD PHARMACOLOGY,All India Quota,500,69150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD PHYSIOLOGY,All India Quota,500,41650,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD PSYCHIATRY,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MD RADIODIAGNOSIS,All India Quota,500,124150,56250,62500,68750,1 years,5000000
Karnataka,"Mandya Institute of Medical Sciences, Mandya",Govt,MS ENT,All India Quota,500,124150,56250,62500,68750,1 years,5000000
