State,Institute,Institute Type,Course,Quota,Hosp Beds,Course Fee,Stipend Year 1,Stipend Year 2,Stipend Year 3,Bond,Bond Penalty
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MD PHYSIOLOGY,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MD PSYCHIATRY,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MS ENT,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MS GENERAL SURGERY,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MS OBG,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MS OPHTHALMOLOGY,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"LLRM Medical College, Meerut",Govt,MS ORTHOPAEDICS,All India Quota,1040,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Lok Bandhu Raj Narayan Combined Hospital, Lucknow",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,318,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Lok Bandhu Raj Narayan Combined Hospital, Lucknow",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,318,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Lok Bandhu Raj Narayan Combined Hospital, Lucknow",Govt,DNB GENERAL MEDICINE,DNB Quota,318,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Lok Bandhu Raj Narayan Combined Hospital, Lucknow",Govt,DNB ORTHOPAEDICS,DNB Quota,318,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,500,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,Diploma in ENT - DLO (NBEMS),DNB Quota,500,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,500,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,500,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,500,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MD ANATOMY,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MD BIOCHEMISTRY,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MD COMMUNITY MEDICINE,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MD FORENSIC MEDICINE,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MD PHYSIOLOGY,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharaja Suhel Dev Medical College & Mahrishi Balark Hospital, Bahraich",Govt,MS ORTHOPAEDICS,All India Quota,500,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharana Pratap District Combined Hospital, Bareilly",Govt,DNB GENERAL SURGERY,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,Diploma in PAEDIATRICS,All India Quota,1000,40000,80000,80000,0,2 years,2000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,Diploma in RADIODIAGNOSIS,All India Quota,1000,40000,80000,80000,0,2 years,2000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD ANAESTHESIOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD COMMUNITY MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD GENERAL MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD PAEDIATRICS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD PATHOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD PHYSIOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD PULMONARY MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MD RADIODIAGNOSIS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MS ENT,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MS GENERAL SURGERY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MS OBG,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MS OPHTHALMOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharani Laxmi Bai Medical College, Jhansi",Govt,MS ORTHOPAEDICS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Maharshi Devraha Baba Autonomous State Medical College, Deoria",Govt,MD ANATOMY,All India Quota,500,0,100980,104040,107100,0 years,0
Uttar Pradesh,"Max Super Speciality Hospital, Lucknow",Private,DNB PATHOLOGY,DNB Quota,299,125000,56100,57800,59500,0 years,0
Uttar Pradesh,"Max Super Speciality Hospital, Lucknow",Private,DNB RADIODIAGNOSIS,DNB Quota,299,125000,56100,57800,59500,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB ANAESTHESIOLOGY,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB EMERGENCY MEDICINE,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB GENERAL MEDICINE,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB GENERAL SURGERY,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB ORTHOPAEDICS,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB PAEDIATRICS,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Max Super Specialty Hospital, Ghaziabad",Private,DNB RADIOTHERAPY,DNB Quota,0,125000,60000,63000,65000,0 years,0
Uttar Pradesh,"Maxwell Super Multispeciality Hospital, Varanasi",Private,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,120,125000,55100,56100,0,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB ANAESTHESIOLOGY,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB EMERGENCY MEDICINE,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB GENERAL MEDICINE,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB MICROBIOLOGY,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB ORTHOPAEDICS,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB PATHOLOGY,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DNB RADIODIAGNOSIS,DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Medanta Hospital, Lucknow",Private,DrNB CARDIO VASCULAR & THORACIC SURGERY (Direct 6 Yrs),DNB Quota,900,125000,65000,70000,75000,0 years,0
Uttar Pradesh,"Metro Heart Institute, Noida",Private,DNB PULMONARY MEDICINE,DNB Quota,0,125000,56500,61500,66500,0 years,0
Uttar Pradesh,"Midland Healthcare & Research Centre, Lucknow",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Midland Healthcare & Research Centre, Lucknow",Private,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Midland Healthcare & Research Centre, Lucknow",Private,DNB PULMONARY MEDICINE,DNB Quota,100,125000,43000,45000,47000,0 years,0
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,Diploma in RADIO DIAGNOSIS - DMRD (NBEMS),DNB Quota,1000,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD ANAESTHESIOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD ANATOMY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD COMMUNITY MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD DERMATOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD FORENSIC MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD GENERAL MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD MICROBIOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PAEDIATRICS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PATHOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PHARMACOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PHYSIOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PSYCHIATRY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD PULMONARY MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD RADIODIAGNOSIS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD RADIOTHERAPY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MD TRANSFUSION MEDICINE,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MS ENT,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MS GENERAL SURGERY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MS OBG,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MS OPHTHALMOLOGY,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",Govt,MS ORTHOPAEDICS,All India Quota,1000,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in ENT - DLO (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in OPHTHALMOLOGY - DO (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"MRA Medical College, Saddarpur",Govt,MD COMMUNITY MEDICINE,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Neo Hospital, Noida",Private,DNB GENERAL MEDICINE,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Netaji Subhash Chandra Bose District Hospital, Gorakhpur",Govt,DNB GENERAL MEDICINE,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Netrodaya The Eye City, Varanasi",Private,Diploma in OPHTHALMOLOGY - DO (NBEMS),DNB Quota,20,125000,55600,56600,0,0 years,0
Uttar Pradesh,"Netrodaya The Eye City, Varanasi",Private,DNB OPHTHALMOLOGY,DNB Quota,20,125000,55600,56600,57600,0 years,0
Uttar Pradesh,"Oriana Hospital, Varanasi",Private,DNB ORTHOPAEDICS,DNB Quota,0,125000,56100,56100,56100,0 years,0
Uttar Pradesh,"Pandit Deen Dayal Upadhyay Divisional District Hospital, Moradabad",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,500,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Pandit Deen Dayal Upadhyay Government Hospital, Varanasi",Govt,DNB GENERAL SURGERY,DNB Quota,640,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Pandit Deen Dayal Upadhyay Government Hospital, Varanasi",Govt,DNB ORTHOPAEDICS,DNB Quota,640,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"PL Sharma District Hospital, Meerut City",Govt,DNB GENERAL MEDICINE,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Popular Medicare, Varanasi",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,450,125000,55000,65000,0,0 years,0
Uttar Pradesh,"Popular Medicare, Varanasi",Private,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,450,125000,55000,65000,0,0 years,0
Uttar Pradesh,"Popular Medicare, Varanasi",Private,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,450,125000,55000,65000,0,0 years,0
Uttar Pradesh,"Popular Medicare, Varanasi",Private,Diploma in RADIO DIAGNOSIS - DMRD (NBEMS),DNB Quota,450,125000,55000,65000,0,0 years,0
Uttar Pradesh,"Postgraduate Institute of Child Health, Noida",Govt,DNB PATHOLOGY,DNB Quota,200,125000,80610,82463,84316,0 years,0
Uttar Pradesh,"Postgraduate Institute of Child Health, Noida",Govt,DNB TRANSFUSION MEDICINE,DNB Quota,200,125000,80610,82463,84316,0 years,0
Uttar Pradesh,"Postgraduate Institute of Child Health, Noida",Govt,MD MICROBIOLOGY,All India Quota,200,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Postgraduate Institute of Child Health, Noida",Govt,MD PAEDIATRICS,All India Quota,200,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Prakash Hospital & Trauma Centre, Mau",Private,DNB ORTHOPAEDICS,DNB Quota,60,125000,56100,57500,58700,0 years,0
Uttar Pradesh,"Prakash Netra Kendr, Lucknow",Private,DNB OPHTHALMOLOGY,DNB Quota,0,125000,54000,55000,56000,0 years,0
Uttar Pradesh,"Priya Hospital, Kanpur",Private,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Priya Hospital, Kanpur",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Pushpanjali Hospital & Research Centre, Agra",Private,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,0,125000,56100,57800,0,0 years,0
Uttar Pradesh,"Pushpanjali Hospital & Research Centre, Agra",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,0,125000,56100,57800,0,0 years,0
Uttar Pradesh,"Pushpanjali Hospital & Research Centre, Agra",Private,DNB GENERAL MEDICINE,DNB Quota,0,125000,56100,57800,59500,0 years,0
Uttar Pradesh,"Rafi Ahmad Kidwai Memorial District Male Hospital, Barabanki",Govt,DNB PAEDIATRICS,DNB Quota,140,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Raj Eye Hospital, Gorakhpur",Private,Diploma in OPHTHALMOLOGY - DO (NBEMS),DNB Quota,25,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Raja Pratap Bahadur Hospital (Dr. Sonelal Patel State Medical College), Pratapgarh",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,0,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Raja Pratap Bahadur Hospital (Dr. Sonelal Patel State Medical College), Pratapgarh",Govt,DNB GENERAL MEDICINE,DNB Quota,0,125000,80000,80000,80000,0 years,0
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD ANAESTHESIOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD ANATOMY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD COMMUNITY MEDICINE,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD GENERAL MEDICINE,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD PAEDIATRICS,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MD PATHOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MS GENERAL SURGERY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MS OBG,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MS OPHTHALMOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",Govt,MS ORTHOPAEDICS,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rana Beni Madhav Singh (RBMS) District Hospital, Raebareli",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,0,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Rana Beni Madhav Singh (RBMS) District Hospital, Raebareli",Govt,DNB GENERAL MEDICINE,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,Diploma in ANAESTHESIOLOGY - DA (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,Diploma in ENT - DLO (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,Diploma in OBG - DGO (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,Diploma in PAEDIATRICS - DCH (NBEMS),DNB Quota,300,125000,80000,80000,0,0 years,0
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD ANAESTHESIOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD ANATOMY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD COMMUNITY MEDICINE,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD FORENSIC MEDICINE,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD PHARMACOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MD PHYSIOLOGY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MS ENT,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Rani Durgavati Medical College, Banda",Govt,MS GENERAL SURGERY,All India Quota,300,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Regency Hospital, Kanpur",Private,Diploma in OBG - DGO (NBEMS),DNB Quota,0,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Regency Hospital, Kanpur",Private,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,0,125000,70000,72000,0,0 years,0
Uttar Pradesh,"Regency Hospital, Kanpur",Private,DNB ANAESTHESIOLOGY,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Regency Hospital, Kanpur",Private,DNB PAEDIATRICS,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Regency Hospital, Kanpur",Private,DNB PATHOLOGY,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Regency Hospital, Kanpur",Private,DNB RADIODIAGNOSIS,DNB Quota,0,125000,70000,72000,74000,0 years,0
Uttar Pradesh,"Regional Institute of Opthalmology, Sitapur",Govt,MS OPHTHALMOLOGY,All India Quota,0,40000,100980,104040,107100,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD ANAESTHESIOLOGY,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD EMERGENCY MEDICINE,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD MICROBIOLOGY,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD NUCLEAR MEDICINE,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD PATHOLOGY,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD RADIODIAGNOSIS,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD RADIOTHERAPY,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MD TRANSFUSION MEDICINE,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",Govt,MS OPHTHALMOLOGY,All India Quota,1609,61600,111780,114840,117900,2 years,4000000
Uttar Pradesh,"Sanjivini Hospital & Research Centre, Lucknow",Private,Diploma in TB & CHEST DISEASE - DTCD (NBEMS),DNB Quota,100,125000,43000,45000,0,0 years,0
Uttar Pradesh,"Sankara Eye Hospital, Kanpur",Private,DNB OPHTHALMOLOGY,DNB Quota,113,125000,56100,57900,59700,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,Diploma in PUBLIC HEALTH,Deemed: Mngmt,700,200000,56010,56010,0,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD ANAESTHESIOLOGY,Deemed: Mngmt,700,2500000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD ANATOMY,Deemed: Mngmt,700,75000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD BIOCHEMISTRY,Deemed: Mngmt,700,200000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD COMMUNITY MEDICINE,Deemed: Mngmt,700,300000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD DERMATOLOGY,Deemed: Mngmt,700,6800000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD DERMATOLOGY,Deemed: NRI,700,14613000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD EMERGENCY MEDICINE,Deemed: Mngmt,700,3200000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD EMERGENCY MEDICINE,Deemed: NRI,700,7650000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD GENERAL MEDICINE,Deemed: Mngmt,700,5000000,56010,56010,56010,0 years,0
Uttar Pradesh,"Santosh Medical College, Ghaziabad",Deemed,MD GENERAL MEDICINE,Deemed: NRI,700,10020000,56010,56010,56010,0 years,0
