Round,AI Rank,State,Institute,Course,Quota,Category
0,4286,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-Rural,UR-RA
0,4334,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,AIIMS-All India,SC
0,4336,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-All India,SC
0,4341,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
0,4356,Uttar Pradesh,"AIIMS, Rai Bareli",PHYSIOLOGY,AIIMS-All India,UR
0,4371,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4392,Uttar Pradesh,"AIIMS, Gorakhpur",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4400,Assam,"AIIMS, Guwahati",ANATOMY,AIIMS-All India,UR
0,4456,Jammu and Kashmir,"AIIMS, Jammu",GENERAL SURGERY,AIIMS-All India,SC
0,4457,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,JIPMER-All India,SC
0,4461,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,AIIMS-All India,UR
0,4463,Uttar Pradesh,"AIIMS, Gorakhpur",PHYSIOLOGY,AIIMS-All India,UR
0,4468,Jammu and Kashmir,"AIIMS, Jammu",BIOCHEMISTRY,AIIMS-All India,UR
0,4480,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,UR
0,4487,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,ST
0,4488,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,AIIMS-All India,SC
0,4494,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4522,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,AIIMS-All India,SC
0,4529,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4533,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4534,Maharashtra,"AIIMS, Nagpur",PHARMACOLOGY,AIIMS-All India,EWS
0,4536,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,4546,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4596,Telangana,"AIIMS, Bibinagar",PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4613,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4623,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-All India,SC
0,4624,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4661,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,AIIMS-All India,UR
0,4686,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,AIIMS-All India,SC
0,4709,Rajasthan,"AIIMS, Jodhpur",BIOCHEMISTRY,AIIMS-All India,OBC
0,4727,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4736,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,EWS
0,4781,Madhya Pradesh,"AIIMS, Bhopal",ENT,AIIMS-All India,SC
0,4813,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4841,Assam,"AIIMS, Guwahati",ANATOMY,AIIMS-All India,UR
0,4849,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,ST
0,4863,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
0,4872,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,AIIMS-All India,OBC
0,4893,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,ST
0,4894,Odisha,"AIIMS, Bhubaneswar",MICROBIOLOGY,AIIMS-All India,OBC
0,4909,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,AIIMS-All India,OBC
0,4922,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,OBC
0,4941,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,AIIMS-All India,OBC
0,4952,Jammu and Kashmir,"AIIMS, Jammu",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4957,Chhattisgarh,"AIIMS, Raipur",BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4979,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,PGIMER-Rural,UR-RA
0,4994,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,AIIMS-All India,EWS
0,4999,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,AIIMS-All India,UR
0,5015,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,AIIMS-All India,SC
0,5032,Bihar,"AIIMS, Patna",OPHTHALMOLOGY,AIIMS-All India,SC
0,5044,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5051,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5066,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5071,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,AIIMS-All India,SC
0,5086,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,AIIMS-All India,EWS
0,5101,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5114,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,AIIMS-All India,SC
0,5129,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,AIIMS-All India,UR
0,5139,Delhi,"AIIMS, Delhi",IHBT,AIIMS-All India,SC
0,5140,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5162,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,AIIMS-All India,EWS
0,5171,Jharkhand,"AIIMS, Deoghar",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5199,Jharkhand,"AIIMS, Deoghar",OPHTHALMOLOGY,AIIMS-All India,SC
0,5209,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,AIIMS-All India,OBC
0,5262,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,OBC
0,5314,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5373,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,AIIMS-All India,SC
0,5378,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-All India,SC
0,5387,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5447,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,AIIMS-All India,EWS
0,5471,Gujarat,"AIIMS, Rajkot",BIOCHEMISTRY,AIIMS-All India,OBC
0,5487,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5512,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,AIIMS-All India,SC
0,5514,Gujarat,"AIIMS, Rajkot",GENERAL MEDICINE,AIIMS-All India,ST
0,5525,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,AIIMS-All India,ST
0,5546,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5562,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5613,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,ST
0,5620,Pondicherry,"JIPMER, Puducherry",IHBT,JIPMER-All India,SC
0,5633,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5668,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5673,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,AIIMS-All India,ST
0,5686,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5690,Pondicherry,"JIPMER, Puducherry",ANATOMY,JIMPER-Inst. Pref,INST (JIPMER)
0,5703,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,AIIMS-All India,OBC
0,5719,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5756,Gujarat,"AIIMS, Rajkot",ENT,AIIMS-All India,SC
0,5811,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5828,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,AIIMS-All India,OBC
0,5862,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,AIIMS-All India,OBC
0,5910,Jharkhand,"AIIMS, Deoghar",MICROBIOLOGY,AIIMS-All India,SC
0,5938,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,OBC
0,5970,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6021,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,SC
0,6135,Jammu and Kashmir,"AIIMS, Jammu",GENERAL MEDICINE,AIIMS-All India,ST
0,6151,Assam,"AIIMS, Guwahati",ANATOMY,AIIMS-All India,OBC
0,6163,Rajasthan,"AIIMS, Jodhpur",ANATOMY,AIIMS-All India,OBC
0,6184,Gujarat,"AIIMS, Rajkot",ANATOMY,AIIMS-All India,EWS
0,6214,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-All India,EWS
0,6221,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR-PwD
0,6223,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,AIIMS-All India,SC
0,6242,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,AIIMS-All India,OBC
0,6314,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6317,Uttar Pradesh,"AIIMS, Gorakhpur",ANATOMY,AIIMS-All India,OBC
0,6339,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,AIIMS-All India,ST
0,6344,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,AIIMS-All India,ST
0,6349,Maharashtra,"AIIMS, Nagpur",MICROBIOLOGY,AIIMS-All India,OBC
0,6364,Odisha,"AIIMS, Bhubaneswar",ANATOMY,AIIMS-All India,OBC
0,6374,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,AIIMS-All India,SC
0,6542,Uttar Pradesh,"AIIMS, Gorakhpur",MICROBIOLOGY,AIIMS-All India,OBC
0,6615,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,ST
0,6621,Maharashtra,"AIIMS, Nagpur",MICROBIOLOGY,AIIMS-All India,OBC
0,6679,Uttar Pradesh,"AIIMS, Rai Bareli",ANATOMY,AIIMS-All India,OBC
0,6684,Uttar Pradesh,"AIIMS, Rai Bareli",BIOCHEMISTRY,AIIMS-All India,OBC
0,6761,Assam,"AIIMS, Guwahati",MICROBIOLOGY,AIIMS-All India,OBC
0,6793,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6828,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,SC
0,6856,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6859,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,OBC-PwD
0,6874,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,EWS
0,6880,Telangana,"AIIMS, Bibinagar",HOSPITAL ADMINISTRATION,AIIMS-All India,SC
0,6888,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,SC
0,6951,Chhattisgarh,"AIIMS, Raipur",ANATOMY,AIIMS-All India,OBC
0,6993,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,OBC
0,7002,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,ST
0,7030,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,SC
0,7061,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,ST
0,7068,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,PGIMER-All India,ST
0,7187,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,SC
0,7215,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,AIIMS-All India,OBC
0,7227,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,SC
0,7233,Jharkhand,"AIIMS, Deoghar",OBG,AIIMS-All India,ST
0,7299,Bihar,"AIIMS, Patna",PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,7301,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-All India,SC
0,7303,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,7311,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,AIIMS-All India,ST
0,7324,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,AIIMS-All India,OBC
0,7353,Uttar Pradesh,"AIIMS, Gorakhpur",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,EWS
0,7368,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIATION ONCOLOGY,AIIMS-All India,SC
0,7374,Uttarakhand,"AIIMS, Rishikesh",OBG,AIIMS-All India,ST
0,7403,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,7529,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,7544,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,AIIMS-All India,SC
0,7613,Chandigarh,"PGIMER, Chandigarh",COMMUNITY MEDICINE,PGIMER-All India,SC
0,7638,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,SC
0,7674,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,EWS
0,7710,Madhya Pradesh,"AIIMS, Bhopal",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,7795,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,SC
0,7844,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,AIIMS-All India,UR-PwD
0,7889,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-All India,SC
0,7931,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,AIIMS-All India,OBC
0,7939,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,AIIMS-All India,EWS
0,8091,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8103,Jammu and Kashmir,"AIIMS, Jammu",IHBT,AIIMS-All India,SC
0,8159,Jharkhand,"AIIMS, Deoghar",PHYSIOLOGY,AIIMS-All India,OBC
0,8204,Rajasthan,"AIIMS, Jodhpur",PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8345,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-All India,ST
0,8453,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,AIIMS-All India,ST
0,8620,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,AIIMS-All India,ST
0,8690,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8757,Gujarat,"AIIMS, Rajkot",ANATOMY,AIIMS-All India,OBC
0,8801,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,AIIMS-All India,EWS
0,8897,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,AIIMS-All India,ST
0,8902,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,AIIMS-All India,ST
0,8909,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,AIIMS-All India,SC
0,8924,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,ST
0,9029,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-NE Domicile,ST-North East Domicile
0,9125,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,9129,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,AIIMS-All India,ST
0,9163,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,SC-PwD
0,9204,West Bengal,"AIIMS, Kalyani",BIOCHEMISTRY,AIIMS-All India,OBC
0,9217,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,9218,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,OBC
0,9219,West Bengal,"AIIMS, Kalyani",PHYSIOLOGY,AIIMS-All India,OBC
0,9262,Uttar Pradesh,"AIIMS, Gorakhpur",BIOCHEMISTRY,AIIMS-All India,OBC
0,9272,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,AIIMS-All India,OBC
0,9298,Assam,"AIIMS, Guwahati",MICROBIOLOGY,AIIMS-All India,EWS
0,9364,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-All India,ST
0,9378,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,SC
0,9395,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,AIIMS-All India,SC
0,9399,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,AIIMS-All India,SC
0,9529,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,9568,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,AIIMS-All India,EWS
0,9574,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,SC
0,9673,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,AIIMS-All India,ST
0,9727,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,AIIMS-All India,ST
0,9761,Pondicherry,"JIPMER, Puducherry",ENT,JIPMER-All India,ST
0,9779,West Bengal,"AIIMS, Kalyani",ANATOMY,AIIMS-All India,OBC
0,9949,Odisha,"AIIMS, Bhubaneswar",PHYSIOLOGY,AIIMS-All India,SC
0,9965,Madhya Pradesh,"AIIMS, Bhopal",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,10037,Jammu and Kashmir,"AIIMS, Jammu",BIOCHEMISTRY,AIIMS-All India,OBC
0,10165,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,AIIMS-All India,OBC
0,10181,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,SC
0,10182,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,AIIMS-All India,SC
0,10422,Rajasthan,"AIIMS, Jodhpur",ENT,AIIMS-All India,ST
0,10442,Delhi,"AIIMS, Delhi",MICROBIOLOGY,AIIMS-All India,SC
0,10502,Rajasthan,"AIIMS, Jodhpur",PMR,AIIMS-All India,SC
0,10513,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,10620,West Bengal,"AIIMS, Kalyani",PHYSIOLOGY,AIIMS-All India,OBC
0,10651,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,AIIMS-All India,OBC
0,10706,Andhra Pradesh,"AIIMS, Mangalagiri",PHYSIOLOGY,AIIMS-All India,ST
0,10716,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,AIIMS-All India,EWS
0,10737,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,OBC
0,10812,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,10847,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,AIIMS-All India,OBC
0,10938,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,10954,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,SC
0,10991,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,11005,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,AIIMS-All India,ST
0,11123,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,AIIMS-All India,SC
0,11154,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,AIIMS-All India,OBC
0,11181,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-All India,ST
0,11273,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,11505,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,ST
0,11512,Maharashtra,"AIIMS, Nagpur",FORENSIC MEDICINE,AIIMS-All India,SC
0,11571,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,AIIMS-All India,ST
0,11739,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,AIIMS-All India,SC
0,11798,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,11836,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,AIIMS-All India,SC
0,11868,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,AIIMS-All India,SC
0,11877,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-All India,ST
0,11987,Telangana,"AIIMS, Bibinagar",FORENSIC MEDICINE,AIIMS-All India,SC
0,12202,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,AIIMS-All India,UR-PwD
0,12369,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,ST
0,12419,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,AIIMS-All India,EWS
0,12420,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,PGIMER-All India,ST
0,12422,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,AIIMS-All India,ST
0,12619,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,AIIMS-All India,ST
0,12739,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,12914,West Bengal,"AIIMS, Kalyani",ANATOMY,AIIMS-All India,SC
0,12926,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-All India,ST
0,12953,Punjab,"AIIMS, Bathinda",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13047,Maharashtra,"AIIMS, Nagpur",MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13151,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIPMER-All India,ST
0,13200,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,ST
0,13227,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,AIIMS-All India,SC
0,13232,Jharkhand,"AIIMS, Deoghar",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13233,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,AIIMS-All India,ST
0,13308,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,AIIMS-All India,ST
0,13315,Assam,"AIIMS, Guwahati",PHARMACOLOGY,AIIMS-All India,SC
0,13544,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,AIIMS-All India,ST
0,13573,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,AIIMS-All India,ST
0,13649,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13763,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,AIIMS-All India,EWS
0,13820,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13848,Jharkhand,"AIIMS, Deoghar",PMR,AIIMS-All India,ST
0,13857,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,AIIMS-All India,ST
0,13891,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,AIIMS-All India,ST
0,13904,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,13940,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-All India,ST
0,14106,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,AIIMS-All India,SC
0,14112,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,AIIMS-All India,SC
0,14314,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,AIIMS-All India,ST
0,14383,Pondicherry,"JIPMER, Puducherry",BIOCHEMISTRY,JIPMER-All India,SC
0,14507,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,AIIMS-All India,EWS
0,14518,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,14521,West Bengal,"AIIMS, Kalyani",ENT,AIIMS-All India,ST
0,14820,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,AIIMS-All India,ST
0,15220,Uttar Pradesh,"AIIMS, Rai Bareli",BIOCHEMISTRY,AIIMS-All India,EWS
0,15261,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,15343,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,15421,Gujarat,"AIIMS, Rajkot",ENT,AIIMS-All India,ST
0,15513,Odisha,"AIIMS, Bhubaneswar",ANATOMY,AIIMS-All India,SC
0,15596,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,AIIMS-All India,ST
0,15683,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,ST
0,15835,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,15861,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,ST
0,16038,Chhattisgarh,"AIIMS, Raipur",ANATOMY,AIIMS-All India,EWS
