Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
AIQ,OBC,Uttar Pradesh,"GSVM Med Coll, Kanpur",DA,"24,000","110,646",2,"2,000,000",2083,33180(1),,,,,,,,,,,,,
AIQ,OBC,Andhra Pradesh,"Guntur Med Coll, Guntur",PATHOLOGY,"30,000",60823,0,0,1170,33181(1),,,,,,,,,,,,,
AIQ,SC,Tamil Nadu,Govt Villupuram Med Coll,ANAESTHESIOLOGY,"50,000","54,025",2,"4,000,000",670,33182(1),,,,,,,,,,,,,
AIQ,SC,Goa,"Goa Med Coll, Panaji",ANAESTHESIOLOGY,"122,522","80,000",1,"5,000,000",1160,33188(1),,,,,,,,,,,,,
AIQ,SC,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ENT,"30,000",60823,0,0,707,33192(1),,,,,,,,,,,,,
MNG,GEN,Kerala,"Amrita School of Med, Kochi",PSYCHIATRY,"2,400,000",48000,0,0,1110,33196(4),,,,,,,,,,,,,
AIQ,EWS,Uttar Pradesh,"Dr RML IMS, Lucknow",PATHOLOGY,"35,000",126726,2,"4,000,000",1368,33203(1),,,,,,,,,,,,,
AIQ,GEN,Uttarakhand,"Govt Med Coll, Haldwani",PATHOLOGY,"500,000","71,257",0,0,600,33208(2),,,,,,,,,,,,,
AIQ,GEN,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PATHOLOGY,"24,000","110,646",2,"4,000,000",460,33229(1),,,,,,,,,,,,,
AIQ,SC,Delhi,"VMMC, Delhi",PATHOLOGY,"15,000","120,965",1,2000000,1550,33245(1),,,,,,,,,,,,,
AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",SPM,"250,000","115,853",2,"1,000,000",625,33247(1),,,,,,,,,,,,,
AIQ,OBC,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"101,500",75444,1,"1,000,000",1135,33249(3),,,,,,,,,,,,,
NBE Diploma,GEN,Maharashtra,"JagjivanRamRailwayHosp, Mumbai",DFAM(NBEMS),125000,102838,0,0,361,33260(1),,,,,,,,,,,,,
DNB Post MBBS,SC,Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBOBG,125000,"67,500",0,0,860,33263(1),,,,,,,,,,,,,
NBE Diploma,GEN,Kerala,"Chaithanya Eye Inst, Ernakulam",DO(NBEMS),125000,57876,0,0,Info Not Available,33264(2),,,,,,,,,,,,,
AIQ,OBC,Rajasthan,"Govt Med Coll, Kota",PATHOLOGY,"14,093","87,216",2,5000000,2581,33281(1),,,,,,,,,,,,,
AIQ,SC,Uttar Pradesh,"Govt Med Coll, Kannauj",ORTHOPAEDICS,"24,000","110,646",2,"4,000,000",470,33287(1),,,,,,,,,,,,,
AIQ,SC,Madhya Pradesh,Bhopal Memorial Hosp & RC,PSYCHIATRY,"127,420",75444,1,"1,000,000",350,33288(1),,,,,,,,,,,,,
AIQ,GEN,Tamil Nadu,Tirunelveli Med Coll,FORENSIC MEDICINE,"50,000","54,025",2,"4,000,000",1737,33294(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBPATHOLOGY,125000,109926,0,0,500,33301(2),,,,,,,,,,,,,
AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",SPM,"15,000",67032,1,2000000,1200,33309(1),,,,,,,,,,,,,
NBE Diploma,GEN,Haryana,"Lala Harbhagwan Das, Panipat",DTBCD(NBEMS),125000,"56,100",0,0,140,33325(2),,,,,,,,,,,,,
NBE Diploma,GEN,Maharashtra,"VN Desai Mun Gen Hosp, Mumbai",DO(NBEMS),125000,80757,0,0,276,33330(1),,,,,,,,,,,,,
AIQ,OBC,Andhra Pradesh,"Andhra Med Coll, Vizag",PATHOLOGY,"30,000",60823,0,0,1030,33348(1),,,,,,,,,,,,,
AIQ,SC,Maharashtra,"Pimpri Chinchwad, Pimpri",ANAESTHESIOLOGY,"157,100",93559,1,5000000,750,33350(1),,,,,,,,,,,,,
AIQ,SC,Delhi,"UCMS, Delhi",PATHOLOGY,"47,220","132,336",1,2000000,1000,33353(1),,,,,,,,,,,,,
AIQ,SC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PATHOLOGY,51000,136008,1,2000000,1626,33354(1),,,,,,,,,,,,,
NBE Diploma,EWS,Jammu and Kashmir,"Govt Dist Hosp, Shopian Kashmir",DGO(NBEMS),125000,48000,0,0,105,33357(1),,,,,,,,,,,,,
MNG,GEN,Maharashtra,"BVDU, Sangli",ORTHOPAEDICS,"2,807,816","86,000",1,1200000,853,33375(5),,,,,,,,,,,,,
AIQ,ST,Uttar Pradesh,"SN Med Coll, Agra",PAEDIATRICS,"24,000","110,646",2,"4,000,000",976,33379(1),,,,,,,,,,,,,
AIQ,GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",PATHOLOGY,"30,000",60823,0,0,707,33397(3),,,,,,,,,,,,,
AIQ,SC,West Bengal,Midnapore Medical College,OPHTHALMOLOGY,"12,000",61634,3,"3,000,000",1051,33412(1),,,,,,,,,,,,,
NBE Diploma,GEN,Karnataka,"Narayana Hrudayalaya, Mysore",DA(NBEMS),125000,55000,0,0,260,33424(1),,,,,,,,,,,,,
NBE Diploma,OBC,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DTBCD(NBEMS),125000,110646,0,0,Info Not Available,33435(1),,,,,,,,,,,,,
AIQ,OBC,Bihar,"Jawaharlal Nehru, Bhagalpur",PMR,"9,000",82000,2,"2,500,000",800,33452(1),,,,,,,,,,,,,
AIQ,GEN,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DA,"20,000","50,647",2,"2,000,000",1400,33454(1),,,,,,,,,,,,,
NBE Diploma,GEN,Rajasthan,"MGM Govt Dist Hosp,Hanumangarh",DTBCD(NBEMS),125000,62388,0,0,Info Not Available,33467(1),,,,,,,,,,,,,
MNG,GEN,Odisha,"IMS & SUM, Bhubaneswar",PAEDIATRICS,"3,280,000",60000,0,0,1410,33468(15),,,,,,,,,,,,,
NBE Diploma,EWS,West Bengal,"Katwa SD Hosp, Purba Bardhaman",DGO(NBEMS),125000,61634,0,0,Info Not Available,33469(1),,,,,,,,,,,,,
AIQ,GEN,West Bengal,"RG Kar Med Coll, Kolkata",SPM,"12,000",61634,3,"3,000,000",1663,33484(1),,,,,,,,,,,,,
AIQ,ST,Tamil Nadu,Coimbatore Med Coll,PAEDIATRICS,"50,000","54,025",2,"4,000,000",1182,33489(1),,,,,,,,,,,,,
AIQ,ST,Odisha,"MKCG, Berhampur",TBRD,"35,000",73042,2,"5,509,464",1140,33502(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Gujarat,"GMERS Med Hospital, Navasari",DNBPATHOLOGY,125000,100800,0,0,230,33509(2),,,,,,,,,,,,,
DNB Post MBBS,OBC,Kerala,"RegionalCancerCentre,Trivandrum",DNBIHBT,125000,57876,#N/A,#N/A,400,33513(1),,,,,,,,,,,,,
AIQ,EWS,Bihar,"Patna Med Coll, Patna",PMR,"9,000",82000,2,"2,500,000",1748,33514(1),,,,,,,,,,,,,
MNG,GEN,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL MEDICINE,"4,700,000","85,000",1,0,2011,33516(15),,,,,,,,,,,,,
AIQ,OBC,Maharashtra,"SRTT, Ambajogai",PATHOLOGY,"157,100",93559,1,5000000,518,33519(2),,,,,,,,,,,,,
NBE Diploma,OBC,Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DLO(NBEMS),125000,43000,0,0,626,33523(1),,,,,,,,,,,,,
AIQ,ST,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"101,500",75444,1,"1,000,000",1135,33541(1),,,,,,,,,,,,,
MNG,GEN,Maharashtra,"Datta Meghe Med Coll, Nagpur",OBG,"4,500,000",70000,1,500000,925,33546(1),,,,,,,,,,,,,
NBE Diploma,GEN,West Bengal,"Hiramani Memorial Hosp, Krishnagar",DCH(NBEMS),125000,"48,000",0,0,120,33549(2),,,,,,,,,,,,,
DNB Post MBBS,GEN,Jammu and Kashmir,"Govt Med Coll Hosp,Srinagar",DNBFORENSIC MEDICINE,125000,59500,0,0,3120,33552(1),,,,,,,,,,,,,
DNB Post MBBS,SC,Uttar Pradesh,"Autonomous State MC, Firozabad",DNBEMERGENCY MEDICINE,125000,110646,0,0,244,33554(1),,,,,,,,,,,,,
AIQ,SC,Assam,"Gauhati Med Coll, Guwahati",ENT,"27,300","55,200",2,"2,000,000",2185,33559(1),,,,,,,,,,,,,
AIQ,ST,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",GENERAL SURGERY,"101,500",75444,1,"1,000,000",1100,33561(1),,,,,,,,,,,,,
AIQ,GEN,Uttar Pradesh,"MLB Med Coll, Jhansi",PATHOLOGY,"24,000","110,646",2,"4,000,000",700,33564(2),,,,,,,,,,,,,
DNB Post MBBS,OBC,Jammu and Kashmir,"Govt Hosp, Gandhi Nagar, JK",DNBANAESTHESIOLOGY,125000,48000,0,0,160,33576(1),,,,,,,,,,,,,
AIQ,GEN,Rajasthan,"Jhalawar Med Coll, Jhalawar",PATHOLOGY,"89,489","87,216",2,5000000,Info Not Available,33577(3),,,,,,,,,,,,,
AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",FORENSIC MEDICINE,"54,700","114,975",0,0,1269,33589(1),,,,,,,,,,,,,
NBE Diploma,GEN,Tamil Nadu,"Dr Agarwal EyeHosp,Tirunelveli",DO(NBEMS),125000,52450,0,0,30,33607(1),,,,,,,,,,,,,
DNB Post MBBS,EWS,Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DNBANAESTHESIOLOGY,125000,"59,500",0,0,363,33614(1),,,,,,,,,,,,,
DNB Post MBBS,OBC,Jammu and Kashmir,"Assoc Hosp Govt MC, Doda",DNBOPHTHALMOLOGY,125000,59500,0,0,300,33620(1),,,,,,,,,,,,,
AIQ,SC,Kerala,"Govt of Med Sci, Pariyaram",ORTHOPAEDICS,"69,470",57876,1,"5,000,000",1752,33625(1),,,,,,,,,,,,,
AIQ,OBC,Gujarat,"Medical College, Baroda",PATHOLOGY,"30,000",100800,1,"4,000,000",1250,33632(2),,,,,,,,,,,,,
NBE Diploma,GEN,Uttar Pradesh,"Midland HC & RC, Lucknow",DTBCD(NBEMS),125000,"50,000",0,0,Info Not Available,33633(2),,,,,,,,,,,,,
MNG,GEN,Karnataka,"KS Hegde, Mangalore",PAEDIATRICS,"3,130,000",56250,0,0,1000,33634(6),,,,,,,,,,,,,
AIQ,EWS,Uttar Pradesh,"KGMU, Lucknow",PATHOLOGY,"54,700",126725,2,"4,000,000",4500,33636(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Maharashtra,"Saifee Hospital, Mumbai",DNBPATHOLOGY,125000,89700,0,0,257,33643(1),,,,,,,,,,,,,
AIQ,EWS,Maharashtra,"VMMC, Solapur",PATHOLOGY,"157,100",93559,1,5000000,763,33645(1),,,,,,,,,,,,,
NBE Diploma,GEN,Haryana,"Pushpanjali Hosp, Sec 4, Rewari",DTBCD(NBEMS),125000,"75,000",0,0,100,33648(2),,,,,,,,,,,,,
NBE Diploma,GEN,Uttar Pradesh,"Medhansh Hosp, Bareilly",DTBCD(NBEMS),125000,#N/A,0,0,Info Not Available,33653(2),,,,,,,,,,,,,
NBE Diploma,GEN,West Bengal,"Rampurhat Govt MedColl,Birbhum",DTBCD(NBEMS),125000,61634,0,0,626,33658(2),,,,,,,,,,,,,
AIQ,SC,Tamil Nadu,Thanjavur Med Coll,ENT,"50,000","54,025",2,"4,000,000",1466,33659(1),,,,,,,,,,,,,
AIQ,SC,Tamil Nadu,Govt Dharmapuri Med Coll,ANAESTHESIOLOGY,"50,000","54,025",2,"4,000,000",Info Not Available,33666(1),,,,,,,,,,,,,
AIQ,OBC,Maharashtra,"BJMC, Pune",SPM,"157,100",93559,1,5000000,1296,33672(1),,,,,,,,,,,,,
AIQ,OBC,Haryana,"Pt BD Sharma, Rohtak",SPM,"125,000","104,346",0,0,2080,33673(1),,,,,,,,,,,,,
AIQ,ST,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PSYCHIATRY,51000,136008,1,2000000,1626,33674(1),,,,,,,,,,,,,
AIQ,SC,Tamil Nadu,"Govt. Mohan Kumaramangalam, Salem",OPHTHALMOLOGY,"50,000","54,025",2,"4,000,000",1642,33677(1),,,,,,,,,,,,,
AIQ,EWS,Punjab,"Govt Med Coll, Amritsar",DA,"125,000","76,000",2,"2,000,000",951,33678(1),,,,,,,,,,,,,
AIQ,SC,Tripura,"Agartala Med Coll, Agartala",TBRD,"150,000",55200,1,"5,000,000",580,33686(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBPATHOLOGY,125000,48000,0,0,745,33687(4),,,,,,,,,,,,,
AIQ,SC,Delhi,"Lady Hardinge, Delhi",PATHOLOGY,"16,200","126,927",1,2000000,877,33697(1),,,,,,,,,,,,,
NBE Diploma,OBC,Meghalaya,"Ganesh Das GovtHosp,Shillong",DGO(NBEMS),125000,43000,1,2000000,Info Not Available,33700(1),,,,,,,,,,,,,
AIQ,OBC,Delhi,"Hindu Rao, Delhi",DA,"16,200","132,336",1,2000000,832,33702(1),,,,,,,,,,,,,
AIQ,EWS,Telangana,"NIMS, Hyderabad",MICROBIOLOGY,"72,000",116844,1,2000000,1498,33703(1),,,,,,,,,,,,,
NBE Diploma,OBC,Haryana,"BPS Med Coll, Sonepat",DA(NBEMS),125000,104346,0,0,550,33719(1),,,,,,,,,,,,,
AIQ,ST,Telangana,"Gandhi Med Coll, Secunderabad",ORTHOPAEDICS,"15,000",67032,1,2000000,1200,33726(1),,,,,,,,,,,,,
AIQ,GEN,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,"27,300","55,200",2,"2,000,000",814,33727(2),,,,,,,,,,,,,
AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",ANAESTHESIOLOGY,"54,700",126725,2,"4,000,000",4500,33744(3),,,,,,,,,,,,,
AIQ,EWS,Maharashtra,"Topiwala, Mumbai",PHARMACOLOGY,"157,100",93559,1,5000000,1300,33745(1),,,,,,,,,,,,,
AIQ,GEN,Maharashtra,"Tata Memorial, Mumbai",MICROBIOLOGY,"105,500",105840,1,"2,500,000",614,33748(1),,,,,,,,,,,,,
NBE Diploma,GEN,Odisha,"SLN MedicalColl Koraput, Odisha",DCH(NBEMS),125000,74456,2,"3,589,488",300,33750(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Delhi,"St Stephen's Hospital, Delhi",DNBCOMMUNITY MEDICINE,125000,58000,0,0,595,33752(1),,,,,,,,,,,,,
AIQ,OBC,Uttar Pradesh,"JNMC (AMU), Aligarh",SPM,"54,700","114,975",0,0,1269,33757(2),,,,,,,,,,,,,
NBE Diploma,GEN,Odisha,"Vikash Multispec Hosp,Bargarh",DTBCD(NBEMS),125000,"70,686",0,0,330,33770(2),,,,,,,,,,,,,
MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",EMERGENCY MEDICINE,"2,650,000",56250,0,0,2032,33771(4),,,,,,,,,,,,,
NBE Diploma,GEN,Maharashtra,"SushilEyeHos&BrahmaLaser,Nashik",DO(NBEMS),125000,"55,000",0,0,Info Not Available,33775(2),,,,,,,,,,,,,
DNB Post MBBS,GEN,Delhi,"Rajiv Gandhi SS Hospital, Delhi",DNBPATHOLOGY,125000,126927,1,"2,000,000",400,33803(1),,,,,,,,,,,,,
AIQ,GEN,Tripura,"Agartala Med Coll, Agartala",PATHOLOGY,"150,000",55200,1,"3,500,000",580,33804(1),,,,,,,,,,,,,
AIQ,GEN,West Bengal,"College of Med & SDH, Kolkata",SPM,"12,000",61634,3,"3,000,000",500,33809(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Karnataka,"Apollo Hosp, Bannerghatta, BLR",DNBPATHOLOGY,125000,56250,0,0,350,33817(1),,,,,,,,,,,,,
AIQ,SC,Maharashtra,"MGIMS, Wardha",ANAESTHESIOLOGY,"157,100",93559,1,5000000,1000,33839(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,West Bengal,"Apollo Gleneagles, Kolkata",DNBPATHOLOGY,125000,"61,634",0,0,750,33841(2),,,,,,,,,,,,,
DNB Post MBBS,SC,Delhi,"Swami Dayanand Hospital, Delhi",DNBORTHOPAEDICS,125000,135264,1,"2,000,000",370,33872(1),,,,,,,,,,,,,
AIQ,EWS,Uttar Pradesh,"JNMC (AMU), Aligarh",PATHOLOGY,"54,700","114,975",0,0,1269,33873(1),,,,,,,,,,,,,
JM,GEN,Gujarat,"SBKS, Vadodara",PSYCHIATRY,"1,980,000","100,800",1,"1,500,000",1340,33876(1),,,,,,,,,,,,,
NBE Diploma,GEN,Rajasthan,"Govt BDK Hosp, Jhunjhunu",DLO(NBEMS),125000,62388,0,0,Info Not Available,33882(2),,,,,,,,,,,,,
AIQ,OBC,Delhi,"VMMC, Delhi",FORENSIC MEDICINE,"15,000","120,965",1,2000000,1550,33891(1),,,,,,,,,,,,,
AIQ,GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",PATHOLOGY,"30,000",60823,0,0,1150,33897(3),,,,,,,,,,,,,
AIQ,ST,Uttar Pradesh,"SN Med Coll, Agra",OBG,"24,000","110,646",2,"4,000,000",976,33907(1),,,,,,,,,,,,,
AIQ,GEN,Pondicherry,"IGMC & RI, Pondicherry",SPM,"110,000",43000,0,0,750,33913(2),,,,,,,,,,,,,
AIQ,SC,Jammu and Kashmir,"Govt Med Coll, Srinagar",PSYCHIATRY,"32,500",63240,0,0,3120,33939(1),,,,,,,,,,,,,
AIQ,OBC,Gujarat,"Govt Med Coll, Surat",PATHOLOGY,"30,000",100800,1,"4,000,000",1150,33953(2),,,,,,,,,,,,,
NBE Diploma,OBC,West Bengal,"Lalbagh SD Hosp, Murshidabad",DCH(NBEMS),125000,61634,0,0,Info Not Available,33957(1),,,,,,,,,,,,,
AIQ,ST,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"50,000","54,025",2,"4,000,000",7285,33961(2),,,,,,,,,,,,,
NBE Diploma,OBC,Rajasthan,"Govt Hosp, Barmer",DTBCD(NBEMS),125000,62388,0,0,Info Not Available,33966(1),,,,,,,,,,,,,
NBE Diploma,GEN,Punjab,"District Hosp, Faridkot, Punjab",DTBCD(NBEMS),125000,67968,1,1000000,100,33967(1),,,,,,,,,,,,,
AIQ,GEN,Tripura,"Agartala Med Coll, Agartala",FORENSIC MEDICINE,"150,000",55200,1,"3,500,000",580,33969(1),,,,,,,,,,,,,
NBE Diploma,OBC,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DTBCD(NBEMS),125000,"62,388",0,0,Info Not Available,33972(1),,,,,,,,,,,,,
AIQ,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",ENT,"30,000",60823,0,0,500,33976(1),,,,,,,,,,,,,
MNG,GEN,Pondicherry,"Vinayaka Missions, Karaikal",DERMATOLOGY,"4,200,000",43000,0,0,590,33977(3),,,,,,,,,,,,,
NBE Diploma,GEN,West Bengal,"Habra State Gen Hosp, Habra",DO(NBEMS),125000,61634,0,0,Info Not Available,33980(1),,,,,,,,,,,,,
NBE Diploma,GEN,Haryana,"General Hospital, Panchkula",DA(NBEMS),125000,104346,0,0,300,33987(2),,,,,,,,,,,,,
DNB Post MBBS,SC,West Bengal,"Coll of Med & JNM Hosp, Nadia",DNBTBRD,125000,61635,0,0,550,33995(1),,,,,,,,,,,,,
NBE Diploma,GEN,Kerala,"Smita Memo Hosp & RC,Thodupuzha",DA(NBEMS),125000,56000,0,0,300,33996(2),,,,,,,,,,,,,
AIQ,OBC,Andhra Pradesh,"SVIMS, Tirupati",SPM,"175,000",96951,1,"4,000,000",1257,34000(1),,,,,,,,,,,,,
MNG,GEN,Gujarat,"SBKS, Vadodara",TBRD,"2,970,000","100,800",0,0,1340,34003(2),,,,,,,,,,,,,
DNB Post MBBS,OBC,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DNBFAMILY MEDICINE,125000,59500,0,0,363,34004(2),,,,,,,,,,,,,
NBE Diploma,GEN,Kerala,"Chaithanya Eye Hosp, Thiruvalla",DO(NBEMS),125000,57876,0,0,Info Not Available,34007(2),,,,,,,,,,,,,
DNB Post MBBS,OBC,Maharashtra,"BARC Hosp, Mumbai",DNBPATHOLOGY,125000,96000,0,0,390,34021(1),,,,,,,,,,,,,
NBE Diploma,OBC,Maharashtra,"VN Desai Mun Gen Hosp, Mumbai",DO(NBEMS),125000,80757,0,0,276,34034(1),,,,,,,,,,,,,
AIQ,GEN,Tamil Nadu,Tirunelveli Med Coll,BIOCHEMISTRY,"50,000","54,025",2,"4,000,000",1737,34044(1),,,,,,,,,,,,,
AIQ,SC,Karnataka,"Hassan IMS, Hassan",ENT,"123,400",56250,1,"5,000,000",Info Not Available,34063(1),,,,,,,,,,,,,
AIQ,OBC,Gujarat,"BJMC, Ahmedabad",PHARMACOLOGY,"30,000",100800,0,0,1557,34070(2),,,,,,,,,,,,,
NBE Diploma,GEN,Madhya Pradesh,"Choithram Netralaya, Indore",DO(NBEMS),125000,75444,0,0,154,34071(4),,,,,,,,,,,,,
NBE Diploma,GEN,Telangana,"Yashoda Health Care Serv, Serilingampally",DA(NBEMS),125000,67032,0,0,600,34072(2),,,,,,,,,,,,,
MNG,GEN,Karnataka,"KS Hegde, Mangalore",PSYCHIATRY,"2,130,000",56250,0,0,1000,34078(5),,,,,,,,,,,,,
AIQ,SC,Jharkhand,"Rajendra IMS, Ranchi",ANAESTHESIOLOGY,1550,"100,770",3,"3,000,000",1754,34091(1),,,,,,,,,,,,,
AIQ,ST,Odisha,"SCB, Cuttack",GENERAL SURGERY,"35,000",73042,2,"5,509,464",2106,34092(1),,,,,,,,,,,,,
DNB Post MBBS,GEN,Uttar Pradesh,"HomiBhabhaCancHosp,Varanasi,UP",DNBPALLIATIVE MEDICINE,125000,105840,1,"2,500,000",531,34098(2),,,,,,,,,,,,,
AIQ,GEN,Uttar Pradesh,"Govt Med Coll, Firozobad",PATHOLOGY,"24,000","110,646",2,"4,000,000",517,34121(2),,,,,,,,,,,,,
AIQ,GEN,West Bengal,Calcutta National Med Coll,DA,"12,000",61634,2,"2,000,000",1470,34123(2),,,,,,,,,,,,,
AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DLO,"157,100",93559,1,5000000,1462,34124(1),,,,,,,,,,,,,
MNG,GEN,Karnataka,"JSS Med Coll, Mysore",GERIATRICS,"1,700,000",45000,0,0,2060,34130(2),,,,,,,,,,,,,
AIQ,OBC,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PATHOLOGY,"30,000",60823,0,0,715,34139(1),,,,,,,,,,,,,
DNB Post MBBS,EWS,Jammu and Kashmir,"Govt Med Coll,Kupwara",DNBANAESTHESIOLOGY,125000,"59,500",0,0,300,34144(1),,,,,,,,,,,,,
NBE Diploma,OBC,Nagaland,"Naga Hospital Authority, Kohima",DCH(NBEMS),125000,"43,000",0,0,300,34146(1),,,,,,,,,,,,,
NBE Diploma,OBC,Uttar Pradesh,"Balrampur Hospital, Lucknow",DTBCD(NBEMS),125000,70000,0,0,756,34158(1),,,,,,,,,,,,,
NBE Diploma,GEN,Jammu and Kashmir,"Sub District Hosp, Sopore, JK",DA(NBEMS),125000,59500,0,0,200,34167(1),,,,,,,,,,,,,
NBE Diploma,GEN,Chhattisgarh,"MMI Narayana MultiSpec, Lalpur",DA(NBEMS),125000,67500,0,0,265,34184(1),,,,,,,,,,,,,
AIQ,ST,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,"15,000",67032,1,2000000,4800,34193(1),,,,,,,,,,,,,
NBE Diploma,OBC,Delhi,"Swami Dayanand Hospital, Delhi",DA(NBEMS),125000,135264,1,"2,000,000",370,34194(1),,,,,,,,,,,,,
NBE Diploma,GEN,Jammu and Kashmir,"SDH Kupwara, Kupwara",DA(NBEMS),125000,48000,0,0,200,34198(1),,,,,,,,,,,,,
AIQ,ST,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",OBG,"30,000",60823,0,0,532,34199(1),,,,,,,,,,,,,
AIQ,ST,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"50,000","54,025",2,"4,000,000",1661,34201(1),,,,,,,,,,,,,
AIQ,GEN,Karnataka,"Bangalore Med Coll, Bangalore",SPM,"68,400",56250,1,"5,000,000",1993,34206(2),,,,,,,,,,,,,
AIQ,SC,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",ANAESTHESIOLOGY,"157,100",93559,1,5000000,1177,34208(2),,,,,,,,,,,,,
AIQ,GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PATHOLOGY,"30,000",60823,0,0,1450,34221(3),,,,,,,,,,,,,
MNG,GEN,Maharashtra,"BVDU, Pune",PAEDIATRICS,"3,573,590",86000,1,1200000,856,34228(14),,,,,,,,,,,,,
DNB Post MBBS,GEN,Delhi,"Shri Balaji Action Med, Delhi",DNBIHBT,125000,72000,0,0,275,34236(1),,,,,,,,,,,,,
AIQ,GEN,Karnataka,"Raichur IMS, Raichur",PATHOLOGY,"68,400",56250,1,"5,000,000",500,34246(1),,,,,,,,,,,,,
NBE Diploma,GEN,Jammu and Kashmir,"District Hospital, Kulgam",DFAM(NBEMS),125000,48000,0,0,200,34248(1),,,,,,,,,,,,,
AIQ,GEN,Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,"20,000",67500,2,"5,000,000",1246,34258(3),,,,,,,,,,,,,
NBE Diploma,OBC,Bihar,"Sadar Hospital,Vaishali",DCH(NBEMS),125000,82000,2,"2,500,000",Info Not Available,34267(1),,,,,,,,,,,,,
AIQ,SC,Tamil Nadu,"Govt. Mohan Kumaramangalam, Salem",PSYCHIATRY,"50,000","54,025",2,"4,000,000",1642,34268(1),,,,,,,,,,,,,
MNG,GEN,Tamil Nadu,"SRM Med Coll, Kancheepuram",DERMATOLOGY,"5,000,000",52451,0,0,1590,34270(3),,,,,,,,,,,,,
AIQ,GEN,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",PATHOLOGY,"24,000","110,646",2,"4,000,000",Info Not Available,34277(1),,,,,,,,,,,,,
AIQ,SC,Telangana,"Govt Med Coll, Siddipet",OPHTHALMOLOGY,"15,000",67032,1,2000000,780,34282(1),,,,,,,,,,,,,
AIQ,GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",PATHOLOGY,"30,000",60823,0,0,500,34284(1),,,,,,,,,,,,,
AIQ,SC,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,"30,000",60823,0,0,940,34287(2),,,,,,,,,,,,,
AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",DLO,"12,000",61634,2,"2,000,000",2668,34307(1),,,,,,,,,,,,,
NBE Diploma,GEN,Telangana,"Medivision Eye & HCC,Hyderabad",DO(NBEMS),125000,"44,075",0,0,50,34325(1),,,,,,,,,,,,,
NBE Diploma,EWS,Maharashtra,"Pandit Madan MMS Hosp,Mumbai,MH",DO(NBEMS),125000,80757,0,0,210,34326(1),,,,,,,,,,,,,
AIQ,SC,Bihar,"Jawaharlal Nehru, Bhagalpur",PSYCHIATRY,"9,000",82000,2,"2,500,000",800,34335(1),,,,,,,,,,,,,
